"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","03","Galway","Euro","52214"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","04","Limerick","Euro","44719"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","05","Waterford","Euro","43773"
"HSQ06C2","Second Hand House Prices","19883","1988Q3","06","Other areas","Euro","48735"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","-","National","Euro","52055"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","01","Dublin","Euro","54650"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","02","Cork","Euro","51009"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","03","Galway","Euro","62476"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","04","Limerick","Euro","48913"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","05","Waterford","Euro","43341"
"HSQ06C2","Second Hand House Prices","19884","1988Q4","06","Other areas","Euro","49045"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","-","National","Euro","51163"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","01","Dublin","Euro","55954"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","02","Cork","Euro","47194"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","03","Galway","Euro","54081"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","04","Limerick","Euro","49230"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","05","Waterford","Euro","49050"
"HSQ06C2","Second Hand House Prices","19891","1989Q1","06","Other areas","Euro","46547"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","-","National","Euro","53978"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","01","Dublin","Euro","62347"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","02","Cork","Euro","50960"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","03","Galway","Euro","55435"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","04","Limerick","Euro","49813"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","05","Waterford","Euro","44427"
"HSQ06C2","Second Hand House Prices","19892","1989Q2","06","Other areas","Euro","46903"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","-","National","Euro","54896"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","01","Dublin","Euro","64891"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","02","Cork","Euro","50175"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","03","Galway","Euro","58124"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","04","Limerick","Euro","50574"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","05","Waterford","Euro","44614"
"HSQ06C2","Second Hand House Prices","19893","1989Q3","06","Other areas","Euro","46122"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","-","National","Euro","59034"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","01","Dublin","Euro","69466"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","02","Cork","Euro","56054"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","03","Galway","Euro","62098"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","04","Limerick","Euro","50963"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","05","Waterford","Euro","48750"
"HSQ06C2","Second Hand House Prices","19894","1989Q4","06","Other areas","Euro","48567"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","-","National","Euro","60474"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","01","Dublin","Euro","71179"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","02","Cork","Euro","53886"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","03","Galway","Euro","68417"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","04","Limerick","Euro","52985"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","05","Waterford","Euro","48015"
"HSQ06C2","Second Hand House Prices","19901","1990Q1","06","Other areas","Euro","51012"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","-","National","Euro","63333"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","01","Dublin","Euro","76817"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","02","Cork","Euro","52784"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","03","Galway","Euro","57772"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","04","Limerick","Euro","53446"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","05","Waterford","Euro","50235"
"HSQ06C2","Second Hand House Prices","19902","1990Q2","06","Other areas","Euro","51098"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","-","National","Euro","62922"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","01","Dublin","Euro","76061"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","02","Cork","Euro","55241"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","03","Galway","Euro","59756"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","04","Limerick","Euro","55216"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","05","Waterford","Euro","48849"
"HSQ06C2","Second Hand House Prices","19903","1990Q3","06","Other areas","Euro","53497"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","-","National","Euro","62640"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","01","Dublin","Euro","74798"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","02","Cork","Euro","57081"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","03","Galway","Euro","61002"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","04","Limerick","Euro","60857"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","05","Waterford","Euro","48616"
"HSQ06C2","Second Hand House Prices","19904","1990Q4","06","Other areas","Euro","53189"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","-","National","Euro","63308"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","01","Dublin","Euro","73821"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","02","Cork","Euro","54933"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","03","Galway","Euro","62317"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","04","Limerick","Euro","57202"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","05","Waterford","Euro","49981"
"HSQ06C2","Second Hand House Prices","19911","1991Q1","06","Other areas","Euro","54459"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","-","National","Euro","63171"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","01","Dublin","Euro","74763"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","02","Cork","Euro","57284"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","03","Galway","Euro","60942"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","04","Limerick","Euro","55401"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","05","Waterford","Euro","49002"
"HSQ06C2","Second Hand House Prices","19912","1991Q2","06","Other areas","Euro","54071"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","-","National","Euro","64037"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","01","Dublin","Euro","76438"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","02","Cork","Euro","55800"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","03","Galway","Euro","60988"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","04","Limerick","Euro","52276"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","05","Waterford","Euro","43647"
"HSQ06C2","Second Hand House Prices","19913","1991Q3","06","Other areas","Euro","53648"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","-","National","Euro","65901"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","01","Dublin","Euro","79073"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","02","Cork","Euro","59175"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","03","Galway","Euro","64524"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","04","Limerick","Euro","55776"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","05","Waterford","Euro","50405"
"HSQ06C2","Second Hand House Prices","19914","1991Q4","06","Other areas","Euro","56183"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","-","National","Euro","65430"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","01","Dublin","Euro","76886"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","02","Cork","Euro","55898"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","03","Galway","Euro","60399"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","04","Limerick","Euro","53144"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","05","Waterford","Euro","54756"
"HSQ06C2","Second Hand House Prices","19921","1992Q1","06","Other areas","Euro","56983"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","-","National","Euro","65675"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","01","Dublin","Euro","77507"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","02","Cork","Euro","57656"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","03","Galway","Euro","61515"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","04","Limerick","Euro","54336"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","05","Waterford","Euro","52921"
"HSQ06C2","Second Hand House Prices","19922","1992Q2","06","Other areas","Euro","57109"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","-","National","Euro","64453"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","01","Dublin","Euro","76669"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","02","Cork","Euro","58124"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","03","Galway","Euro","64769"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","04","Limerick","Euro","53577"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","05","Waterford","Euro","52255"
"HSQ06C2","Second Hand House Prices","19923","1992Q3","06","Other areas","Euro","55174"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","-","National","Euro","65720"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","01","Dublin","Euro","78858"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","02","Cork","Euro","56154"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","03","Galway","Euro","64858"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","04","Limerick","Euro","61797"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","05","Waterford","Euro","51639"
"HSQ06C2","Second Hand House Prices","19924","1992Q4","06","Other areas","Euro","56723"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","-","National","Euro","65832"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","01","Dublin","Euro","76700"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","02","Cork","Euro","56559"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","03","Galway","Euro","67967"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","04","Limerick","Euro","58442"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","05","Waterford","Euro","49000"
"HSQ06C2","Second Hand House Prices","19931","1993Q1","06","Other areas","Euro","57580"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","-","National","Euro","66815"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","01","Dublin","Euro","77222"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","02","Cork","Euro","57698"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","03","Galway","Euro","71259"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","04","Limerick","Euro","61610"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","05","Waterford","Euro","59108"
"HSQ06C2","Second Hand House Prices","19932","1993Q2","06","Other areas","Euro","57556"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","-","National","Euro","65620"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","01","Dublin","Euro","76046"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","02","Cork","Euro","59143"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","03","Galway","Euro","70637"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","04","Limerick","Euro","60782"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","05","Waterford","Euro","58557"
"HSQ06C2","Second Hand House Prices","19933","1993Q3","06","Other areas","Euro","57094"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","-","National","Euro","68398"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","01","Dublin","Euro","77280"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","02","Cork","Euro","63722"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","03","Galway","Euro","73332"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","04","Limerick","Euro","58165"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","05","Waterford","Euro","60474"
"HSQ06C2","Second Hand House Prices","19934","1993Q4","06","Other areas","Euro","62037"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","-","National","Euro","70307"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","01","Dublin","Euro","84148"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","02","Cork","Euro","66955"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","03","Galway","Euro","68683"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","04","Limerick","Euro","58447"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","05","Waterford","Euro","54900"
"HSQ06C2","Second Hand House Prices","19941","1994Q1","06","Other areas","Euro","60243"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","-","National","Euro","70010"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","01","Dublin","Euro","82979"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","02","Cork","Euro","62789"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","03","Galway","Euro","69183"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","04","Limerick","Euro","60318"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","05","Waterford","Euro","56915"
"HSQ06C2","Second Hand House Prices","19942","1994Q2","06","Other areas","Euro","61181"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","-","National","Euro","70869"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","01","Dublin","Euro","82803"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","02","Cork","Euro","62037"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","03","Galway","Euro","71983"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","04","Limerick","Euro","58026"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","05","Waterford","Euro","56755"
"HSQ06C2","Second Hand House Prices","19943","1994Q3","06","Other areas","Euro","64334"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","-","National","Euro","68198"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","01","Dublin","Euro","80835"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","02","Cork","Euro","63680"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","03","Galway","Euro","67207"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","04","Limerick","Euro","56710"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","05","Waterford","Euro","53268"
"HSQ06C2","Second Hand House Prices","19944","1994Q4","06","Other areas","Euro","60575"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","-","National","Euro","70688"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","01","Dublin","Euro","83752"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","02","Cork","Euro","65873"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","03","Galway","Euro","74304"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","04","Limerick","Euro","58204"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","05","Waterford","Euro","58666"
"HSQ06C2","Second Hand House Prices","19951","1995Q1","06","Other areas","Euro","61584"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","-","National","Euro","74410"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","01","Dublin","Euro","89597"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","02","Cork","Euro","68304"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","03","Galway","Euro","79361"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","04","Limerick","Euro","58284"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","05","Waterford","Euro","59478"
"HSQ06C2","Second Hand House Prices","19952","1995Q2","06","Other areas","Euro","63020"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","-","National","Euro","74736"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","01","Dublin","Euro","89268"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","02","Cork","Euro","69636"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","03","Galway","Euro","76603"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","04","Limerick","Euro","62254"
"HSQ06C2","Second Hand House Prices","19953","1995Q3","05","Waterford","Euro","59817"
